Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
297;1017,04;2706,44;1934,34;2660,6;
298;1154,19;2881,78;2869,48;3221,69;
299;1121,44;2839,91;2646,21;3087,72;
300;1146,12;3293,33;2189,44;3038,66;
301;1171,26;2903,61;2985,9;3276,3;
302;1022,9;2713,94;1974,34;2684,6;
303;1139,08;2862,46;2766,44;3159,87;
304;992,726;2675,36;1768,59;2561,15;
305;1174,49;2907,72;3007,86;3304,72;
306;1183;2918,61;3065,94;3292,45;
307;1012,46;2700,58;1903,1;2641,86;
308;1193,11;2931,53;3134,85;3324,28;
309;1159,46;2888,52;2905,41;2975,97;
310;1138,07;2861,18;2759,6;2978,06;
311;1046,41;2743,98;2134,58;2780,75;
312;1184,45;2920,47;3075,81;3173,28;
313;993,121;2675,86;1771,28;2562,77;
314;1178,83;2913,28;3037,5;3322,5;
315;1013,51;2701,94;1910,32;2646,19;
316;1038,06;2733,31;2077,68;2746,61;
317;1205,11;2946,88;3216,67;3430;
318;1196,57;2935,95;3158,42;3287,02;
319;1073,84;2779,06;2321,63;2892,98;
320;1002,59;2687,97;1835,83;2601,5;
321;1153,79;2881,26;2866,73;3220,04;
322;1137,37;2860,28;2754,83;3152,9;
323;1006,31;2692,73;1861,21;2616,73;
324;1069,65;2773,69;2293,04;2875,82;
325;1108,52;2823,39;2558,08;3034,85;
326;1198,45;2938,36;3171,27;3402,76;
327;1150,82;2877,47;2846,51;3207,91;
328;1097,62;2809,46;2483,8;2990,28;
329;1195,82;2934,99;3153,28;3190,85;
330;1143,93;2868,67;2799,55;3045,63;
331;1101,15;2813,97;2507,82;3004,69;
332;1203,97;2945,41;3208,86;3091,48;
333;1027,09;2719,29;2002,87;2701,72;
334;1191,05;2928,89;3120,77;3372,46;
335;1004,56;2690,49;1849,26;2609,56;
336;1115,29;2832,04;2604,22;3062,53;
337;1010,92;2698,62;1892,64;2635,59;
338;1178,85;2913,31;3037,63;3322,58;
339;1145,15;2870,22;2807,85;3184,71;
340;1121,89;2840,49;2649,26;3089,55;
341;1198,94;2938,99;3174,61;3404,77;
342;1175,09;2908,5;3011,99;3044,84;
343;1053,2;2752,66;2180,88;2808,53;
344;1118,37;2835,98;2625,24;3075,15;
345;1203,19;2944,42;3203,55;3265,33;
346;1032,12;2725,73;2037,21;2722,33;
347;1055,55;2755,68;2196,93;2818,16;
348;1059,7;2760,99;2225,26;2835,16;
349;1156,42;2884,63;2884,67;3230,8;
350;1138,82;2862,12;2764,65;3158,79;
351;1087,37;2796,35;2413,88;2948,33;
352;1040,77;2736,79;2096,19;2757,71;
353;1101,74;2814,73;2511,87;3007,12;
354;1154,44;2882,1;2871,2;3222,72;
355;1026,54;2718,59;1999,15;2699,49;
356;1092,91;2803,43;2451,65;2970,99;
357;1118,87;2836,63;2628,69;3077,21;
358;1201,41;2942,14;3191,4;3414,84;
359;1146,62;2872,1;2817,87;3190,72;
360;1120,48;2838,68;2639,64;3083,78;
361;1085,92;2794,5;2404,01;2942,4;
362;1080,63;2787,74;2367,94;2920,77;
363;1119,98;2838,04;2636,21;3081,73;
364;1115,05;2831,73;2602,58;3061,55;
365;1208,2;2950,83;3237,74;3442,64;
366;1192,62;2930,91;3131,53;3378,92;
367;1162,4;2892,28;2377,38;3255,29;
368;1119,8;2837,81;2635,01;3081;
369;1183,25;2918,93;3067,62;3340,57;
370;1099,17;2811,43;2494,31;2996,59;
371;1152,46;2879,56;2857,68;3214,61;
372;1003,36;2688,96;1841,1;2604,66;
373;1106,81;2821,2;2546,42;3027,85;
374;1091,73;2801,92;2443,59;2966,16;
375;1083,27;2791,11;2385,91;2931,54;
376;1052,39;2751,63;2175,36;2805,21;
377;1195,01;2933,97;3147,82;3388,69;
378;1117,85;2835,32;2621,73;3073,04;
379;1118,92;2836,69;2629,02;3077,41;
380;1109,5;2824,65;2564,79;3038,88;
381;1014,14;2702,73;1914,58;2648,75;
382;1136,37;2858,99;2747,95;3148,77;
383;1073,29;2778,35;2317,87;2890,72;
384;1018,71;2708,58;1945,78;2667,47;
385;1017,32;2706,8;1936,27;2661,76;
386;1158,65;2887,47;2899,86;3239,91;
387;1166,6;2897,64;2954,1;3272,46;
388;1087,61;2796,66;2415,52;2949,31;
389;1157,14;2885,54;2889,56;3233,74;
390;1118;2835,51;2622,72;3073,63;
391;1052,54;2751,82;2176,38;2805,83;
392;1086,89;2795,74;2410,61;2946,37;
393;1023,4;2714,57;1977,72;2686,63;
394;1137,78;2860,8;2757,62;3154,57;
395;1099,79;2812,23;2498,55;2999,13;
396;1177,36;2911,4;3027,48;3316,49;
397;1074,22;2779,54;2324,21;2894,53;
398;1033,5;2727,49;2046,62;2727,97;
399;1116,39;2833,45;2611,72;3067,03;
400;1131,82;2853,18;2716,94;3130,17;
401;1151,44;2878,26;2850,73;3210,44;
402;1119,89;2837,93;2635,63;3081,38;
403;1167,37;2898,62;2959,32;3275,59;
404;1182,6;2918,1;3063,17;3337,9;
405;1074,51;2779,91;2326,21;2895,73;
406;1007,46;2694,2;1869,08;2621,45;
407;1191,2;2929,09;3121,82;3373,09;
408;1187,42;2861,68;3096,04;3357,62;
409;1170,13;2828,9;2978,16;3286,89;
410;996,576;2680,28;1794,84;2576,9;
411;1135,25;2857,56;2740,32;3144,19;
412;1182,72;2918,26;3064,03;3338,42;
413;1188,46;2925,58;3103,12;3361,87;
414;1180,48;2915,39;3048,73;3329,24;
415;1177,61;2911,72;1157,86;3317,49;
416;1027,42;2719,71;2005,11;2703,07;
417;1140,38;2864,12;2775,29;3165,17;
418;1111,19;2826,8;2576,27;3045,76;
419;1141,11;2865,05;2780,27;3168,16;
420;1019,41;2709,47;1950,53;2670,32;
421;1041,67;2737,93;2102,28;2761,37;
422;1198,05;2937,84;3168,5;3401,1;
423;995,479;2678,88;1787,35;2572,41;
424;996,833;2680,61;1796,59;2577,95;
425;1159,3;2888,31;2904,31;3242,59;
426;1067,96;2771,54;2281,56;2868,93;
427;1140,33;2864,06;2774,99;3164,99;
428;1189,76;2927,25;3111,98;3367,19;
429;1187,62;2924,51;3097,4;3358,44;
430;1137,66;2860,65;2756,8;3145,19;
431;1043,37;2740,11;2113,9;2768,34;
432;1022,33;2713,2;1970,42;2682,25;
433;1171,5;2903,91;2987,52;3292,51;
434;1104,21;2817,89;2528,73;3017,24;
435;1056,97;2757,49;2206,61;2823,96;
436;1069,25;2773,19;2290,32;2874,19;
437;1012,75;2700,96;1905,11;2643,07;
438;991,396;2673,66;1759,52;2555,71;
439;1115,34;2832,11;2604,59;3062,75;
440;1167,81;2899,19;2962,37;3277,42;
441;1107,8;2822,47;2553,19;3031,92;
442;994,548;2677,69;1781,01;2568,6;
443;1049;2747,3;2152,28;2791,37;
444;1066,86;2770,13;2274,04;2864,42;
445;1168,1;2899,56;2964,34;3278,6;
446;1101,22;2814,06;2508,3;3004,98;
447;1059,66;2760,93;2224,95;2834,97;
448;1048,52;2746,69;2149,01;2789,4;
449;1101,92;2814,96;2513,12;3007,87;
450;1204,71;3128,49;2588,97;3278,38;
451;1039,43;2719,9;2087,03;2752,22;
452;1098,04;2755,08;2486,66;2992;
453;1149,58;2770,04;2838,02;3202,81;
454;1008,36;2695,35;1875,21;2625,13;
455;1117,67;2835,09;2620,47;3072,28;
456;1057,19;2757,77;2208,08;2824,85;
457;1185,76;2918,85;3084,7;3350,82;
458;1148,53;2863,51;2830,91;3198,55;
459;992,346;2674,87;1765,99;2559,6;
460;992,884;2675,56;1769,66;2561,8;
461;994,101;2677,12;1777,96;2566,78;
462;1203,53;2944,85;3205,87;3423,52;
463;1005,75;2692,01;1857,39;2614,43;
464;1131,48;2852,75;2714,65;3128,79;
465;1030,82;2724,06;2028,32;2716,99;
466;1190,4;2928,07;3116,39;3369,84;
467;1081,8;2789,23;2375,9;2925,54;
468;1164,26;2894,65;2938,13;3262,88;
469;1019,63;2709,76;1952,04;2671,22;
470;1145,34;2870,46;2809,13;3185,48;
471;1137,92;2860,97;2758,52;3155,11;
472;1070,6;2774,91;2299,52;2879,71;
473;1106,67;2821,02;2545,45;3027,27;
474;1129,28;2849,93;2699,62;3119,77;
475;1009,66;2697,01;1884,03;2630,42;
476;1078,32;2784,78;2352,18;2911,31;
477;1010,59;2698,2;1890,4;2634,24;
478;1053,91;2753,58;2185,76;2811,46;
479;1100,86;2813,6;2505,89;3003,53;
480;1016,98;2706,37;1933,96;2660,37;
481;1136,4;2859,03;2748,16;3148,89;
482;1190,29;2927,93;3115,64;3369,38;
483;1201,4;2942,13;3191,35;3414,81;
484;1114,89;2831,53;2601,51;3060,91;
485;1086,55;2795,31;2408,3;2944,98;
486;1045,8;2743,21;2130,47;2778,28;
487;993,62;2676,5;1774,68;2564,81;
488;1102,55;2815,76;2517,39;3010,43;
489;1078,34;2784,81;2352,33;2911,4;
490;1019,51;2709,61;1951,24;2670,74;
491;1103,63;2817,14;2524,75;3014,85;
492;1055,56;2755,68;2196,97;2818,18;
493;1117,91;2835,39;2622,1;3073,26;
494;1202,8;2943,92;3200,89;3420,53;
495;1000,41;2685,19;1821;2592,6;
496;1203,58;2944,92;3206,21;3423,73;
497;1137,12;2859,95;2753,08;3151,85;
498;1024,18;2715,58;1983,08;2689,85;
499;1115,13;2831,84;2603,17;3061,9;
500;1120,33;2838,49;2638,62;3083,17;
501;1080,29;2787,3;2365,62;2919,37;
502;1188,91;2926,17;3106,23;3363,74;
503;1022,15;2712,97;1969,17;2681,5;
504;1208,14;2950,75;3237,32;3237,46;
505;1116,42;2833,49;2611,95;2890,87;
506;1103,04;2816,38;2520,7;2896,14;
507;1098,95;2811,15;2492,82;2896,13;
508;1171,91;2904,43;2990,31;2887,98;
509;1037,1;2732,09;2071,15;2742,69;
510;1142,09;2866,31;2786,98;2997,85;
511;1022,1;2712,91;1968,85;2681,31;
512;1011,7;2699,62;1897,96;2638,78;
513;1107,58;2822,19;2551,69;3031,01;
514;1063,55;2765,9;2251,46;2850,88;
515;1026,03;2717,94;1995,68;2697,41;
516;1039,78;2735,51;2089,39;2753,63;
517;1164,98;2895,57;2943,05;3265,83;
518;1148,27;2874,2;2829,09;3011,89;
519;1055,54;2755,66;2196,85;2818,11;
520;1169,91;2901,88;2976,67;2977,21;
521;1052,48;2751,75;2175,99;2805,59;
522;1114,03;2830,43;2595,63;3005,95;
523;992,867;2675,54;1769,55;2561,73;
524;1044,25;2741,22;2119,86;2771,91;
525;1170,16;2902,2;2978,4;3287,04;
526;1087,34;2796,32;2413,69;2948,22;
527;1033,66;2727,69;2047,69;2728,61;
528;1065,58;2768,5;2265,32;2859,19;
529;1176,52;2910,32;3021,73;3313,04;
530;1133,99;2855,96;2731,78;3080,8;
531;1044,16;2741,12;2119,3;2771,58;
532;1016,36;2705,57;1929,71;2657,82;
533;1010,09;2697,56;1886,96;2632,18;
534;1038,05;2733,3;2077,6;2746,56;
535;1200,29;2940,71;3183,76;3410,26;
536;1103,87;2817,45;2526,39;3015,84;
537;1007,02;2693,64;1866,07;2619,64;
538;1008,35;2695,33;1875,12;2625,07;
539;1115,08;2831,78;2602,83;3061,7;
540;1035,1;2729,54;2057,52;2734,51;
541;1041,86;2738,18;2103,62;2762,17;
542;1056,23;2756,54;2201,54;2820,92;
543;1204,57;2946,19;3213,01;3427,81;
544;1032,39;2726,07;2039,03;2723,42;
545;1201,23;2941,91;3190,18;3414,11;
546;1010,48;2698,06;1889,67;2633,8;
547;1083,35;2791,21;2386,46;2931,88;
548;1061,91;2763,8;2240,26;2844,16;
549;1191,09;2928,95;3121,06;3372,64;
