Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
212;1086,9;2460,62;2813,99;2793,44;
213;1082,35;2448,91;2883,38;2794,19;
214;1097,89;2463,48;2376,92;2804,57;
215;1107,95;2472,5;2100,68;2834,73;
216;1116,27;2480,28;2515,67;2842,22;
217;1092,07;2447,71;2573,42;2842,67;
218;1069,57;2417,36;2770,23;2842,92;
219;1082,29;2432,36;2659,54;2843,24;
220;1085,3;2436,82;2768,28;2842,79;
221;1097,98;2454,74;2555,97;2842,98;
222;1097,08;2456,55;2568,68;2844,2;
223;1105,79;2471,14;2845,84;2844,63;
224;1098,39;2466,26;2786,66;2844,31;
225;1099,59;2472,97;2757,68;2840,94;
226;1117,03;2501,09;2360,25;2834,65;
227;1121,5;2513,76;2422,68;2838,84;
228;1125,82;2526,44;2137,96;2844,69;
229;1107,54;2510,31;2369,25;2845,51;
230;1106,54;2515,17;2508,98;2847,33;
231;1087,2;2496,3;2570,81;2849,45;
232;1091,76;2506,81;2743,21;2844,27;
233;1096,77;2517,49;2581,84;2837,13;
234;1100,32;2525,76;2181,81;2856,09;
235;1111,33;2542,86;2421,3;2859,02;
236;1106,68;2539,74;2158,46;2862,28;
237;1083,86;2512,44;2365,86;2866,73;
238;1089,54;2520,09;2256,2;2871,29;
239;1072,28;2498,11;2533,14;2875,64;
240;1076,63;2502,39;2811,36;2879,79;
241;1067,81;2489,41;3008,47;2883,75;
242;1078,95;2500,85;2941,35;2887,49;
243;1096,84;2520,84;2214,37;2891,05;
244;1116,61;2543,76;2057,43;2886,16;
245;1124,98;2552,6;2153,44;2896,35;
246;1138,44;2568,13;2288,18;2887,81;
247;1117,61;2540,17;2522,56;2900,97;
248;1110,07;2528,22;2622,28;2904,96;
249;1108,81;2523,88;2695,03;2907,46;
250;1117,44;2531,92;2508,4;2910,1;
251;1123,74;2537,02;2271,54;2912,64;
252;1130,27;2542,34;2430,6;2901,23;
253;1122,43;2529,17;2556,11;2915,35;
254;1106,86;2505,78;2748,37;2907,08;
255;1109,12;2504,7;2347,06;2918,54;
256;1113,71;2507,01;2141,19;2917,58;
257;1125,17;2518,53;1950,47;2924,83;
258;1105,97;2491,53;1906,67;2927,39;
259;1088,07;2465,5;2489,2;2930,02;
260;1066,49;2434,39;2156,86;2932,73;
261;1049,95;2409,49;2118,33;2935,5;
262;1070,12;2431,58;2149,57;2926,34;
263;1051,08;2405,13;1985,23;2926,89;
264;1040,85;2389,61;2437,12;2932,43;
265;1034,28;2379,13;2313,63;2945,23;
266;1017,76;2356,69;2757,03;2947,85;
267;1034,56;2377,37;2339,09;2950,79;
268;1029,64;2372,36;2174,87;2953,2;
269;1055,03;2406,75;2242,57;2947,08;
270;1040,85;2392,63;2660,86;2956,99;
271;1031,61;2385,11;2777,47;2961,38;
272;1032,89;2391,51;2630,87;2964,27;
273;1057,56;2428,81;2764,7;2954,87;
274;1074,87;2458,29;2873,34;2944,45;
275;1079,26;2472,3;2708,89;2928,02;
276;1095,78;2501,77;2549,89;2913,74;
277;1113,79;2533,68;2830;2934,94;
278;1118,15;2527,87;2917,07;2919,8;
279;1118,61;2518,64;2894,29;2911,41;
280;1140,6;2518,53;2608,02;2905,58;
281;1157,37;2524,19;2393,82;2888,64;
282;1168,8;2531,45;2083,95;2902,89;
283;1180,09;2543,01;2582,8;2896,94;
284;1168,77;2538,88;2832,33;2921,04;
285;1146,5;2517,93;2891,83;2908,03;
286;1164,55;2546,02;2785,85;2896,95;
287;1179,88;2570,85;2970,45;2894,22;
288;1188,88;2588,01;2438,79;2914,39;
289;1188,07;2592,86;2154,44;2929,97;
290;1200,28;2605,95;2260,77;2933,9;
291;1174,93;2580,07;2346,35;2950,28;
292;1150,05;2553,43;2353,82;2969,76;
293;1141,59;2546,22;2319,47;2976,77;
294;1134,73;2540,1;2385,2;2979,14;
295;1125,19;2529,57;2744,37;2990,78;
296;1113,16;2514,81;2523,59;2993,74;
297;1105,76;2504,97;2496,24;2995,81;
