Time (Day);ProduktA;ProduktB;ProduktC;ProduktD;
122;2608,47;3787,66;2483,08;4742,62;
123;2485,08;3648,26;1952,99;4378,66;
124;2475,5;3634,93;1817,05;4467,32;
125;2533,44;3691,87;2333,23;4944,69;
126;2429,43;3563,29;2062,26;4688,2;
127;2349,9;3456,4;1941,49;4625,29;
128;2333,37;3416,77;1900,29;4848,76;
129;2349,08;3413,47;2363,77;5127,42;
130;2221,61;3245,38;1933,17;4842,32;
131;2134,82;3119,44;1716,74;4806,31;
132;2132,8;3091,28;1809,81;5056,1;
133;2087,06;3014,77;1956,22;5085,45;
134;2051,94;2950,83;2207,86;5193,34;
135;2030,3;2903,05;2367,67;5385,99;
136;2087,11;2949,48;2971,72;5792,05;
137;2014,93;2853,74;2615,63;5639,47;
138;1943,49;2762,27;2217,51;5501,54;
139;1918,8;2728,88;1862,8;5535,88;
140;1891,25;2696,99;1821,56;5531,29;
141;1898,09;2708,45;2178,65;5694,97;
142;1746,47;2542,62;1475,67;5243,35;
143;1644,05;2481,31;981,914;4921,16;
144;1603,67;2501,42;690,354;4818,67;
145;1609,13;2530,42;1118,26;4885,8;
146;1677,88;2635,55;2051,09;5172,17;
147;1712,92;2705,05;2660,64;5347,6;
148;1700,33;2726,49;2563,22;5224,74;
149;1787,85;2857,54;2726,72;5430,3;
150;1879,43;2986,84;2827,82;5614,23;
151;1781,1;2567,54;2505,73;5196,99;
152;1875,88;2703,29;2803,72;5480,04;
153;1966,73;2833,76;3043,21;5762,92;
154;2079,65;2989,46;3660,37;6098,57;
155;2008,71;2933,07;2836,67;5714,81;
156;1980,09;2920,34;2226,63;5530,14;
157;2084,2;3133,95;2214,05;5749,52;
158;2204,19;3354,92;2961,83;6106,73;
159;2236,24;3465,42;3312,6;6172,6;
160;2235,05;3527,47;3245,67;6168,38;
161;2262,84;3616,77;2982,3;6202,01;
162;2310,39;3722,6;2923,9;6280,01;
163;2385,35;3851,59;3267,58;6551,24;
164;2262,19;3744,1;2423,57;6110,37;
165;2211,18;3707,65;2067,71;5987,7;
166;2129,5;3625,46;1347,36;5739,88;
167;2187,51;3691,11;2122,15;6058,86;
168;2236,72;3735,63;2874,71;6353,7;
169;2266,11;3745,4;3687,69;6628,25;
170;2124,35;3553,77;2742,4;6096,61;
171;2167,21;3564,64;2812,42;6285,6;
172;2171,42;3526,53;2459,09;6288,37;
173;2214,55;3525,16;3112,78;6507,66;
174;2196,93;3448,18;3152,08;6521,97;
175;2182,74;3369,81;3313,81;6577,69;
176;2171,16;3296,04;3112,43;6540,56;
177;2123,42;3179,93;2796,7;6401,42;
178;2169,22;3171,17;3091,5;6624,81;
179;2055,2;2981,26;2448,06;6214,96;
180;1902,08;2749,62;1668,07;5637,28;
181;1944,38;2743,66;1988,88;5865,3;
182;1990,29;2747,5;2695,53;6087,74;
183;1985,2;2700,61;3323,78;6058,88;
184;1830,85;2489,66;2496,27;5446,45;
185;1789,3;2430,84;2042,96;5230,88;
186;1874,24;2514;2346,42;5429,08;
187;1822,55;2462,38;2332,53;5142,13;
188;1704,56;2454,22;1895,88;4620,22;
189;1664,59;2462,67;1616,99;4398,2;
190;1707,44;2533,08;1938,56;4382,94;
191;1633,41;2520,41;1709,73;3882,72;
192;1641,11;2563,82;2013,12;3759,27;
193;1684,45;2652,78;2234,38;3730,64;
194;1701,94;2693,18;2435,94;3495,73;
195;1629,26;2629,22;1823,06;2871,62;
196;1544,7;2557,42;1009,48;2723,69;
197;1469,56;2549,87;211,668;2719,67;
198;1512;2623,04;1893,55;2721,38;
199;1521,86;2660,12;2298,54;2704,78;
